loss_obs_step,train/loss_weighted_step,train/ewc_raw_step,train/lambda_ewc_step,train/ewc_term_step,train/loss_total_step,epoch,step,avg_val_loss_wm,loss_obs_epoch,train/loss_weighted_epoch,train/ewc_raw_epoch,train/lambda_ewc_epoch,train/ewc_term_epoch,train/loss_total_epoch
0.7048652172088623,0.7048652172088623,0.0,100.0,0.0,0.7048652172088623,0,9,,,,,,,
0.6206939220428467,0.6206939816474915,0.0,100.0,0.0,0.6206939816474915,0,19,,,,,,,
0.37249693274497986,0.37249696254730225,0.0,100.0,0.0,0.37249696254730225,0,29,,,,,,,
0.16989955306053162,0.16989955306053162,0.0,100.0,0.0,0.16989955306053162,0,39,,,,,,,
0.07799197733402252,0.07799198478460312,0.0,100.0,0.0,0.07799198478460312,0,49,,,,,,,
0.0757107213139534,0.0757107362151146,0.0,100.0,0.0,0.0757107362151146,0,59,,,,,,,
0.05224589630961418,0.05224590003490448,0.0,100.0,0.0,0.05224590003490448,0,69,,,,,,,
0.05210985988378525,0.05210985615849495,0.0,100.0,0.0,0.05210985615849495,0,79,,,,,,,
0.041527196764945984,0.04152720049023628,0.0,100.0,0.0,0.04152720049023628,0,89,,,,,,,
0.03086157701909542,0.03086157701909542,0.0,100.0,0.0,0.03086157701909542,0,99,,,,,,,
0.016354667022824287,0.016354667022824287,0.0,100.0,0.0,0.016354667022824287,0,109,,,,,,,
0.012836160138249397,0.012836160138249397,0.0,100.0,0.0,0.012836160138249397,0,119,,,,,,,
0.01444299891591072,0.014442999847233295,0.0,100.0,0.0,0.014442999847233295,0,129,,,,,,,
0.01788206398487091,0.01788206584751606,0.0,100.0,0.0,0.01788206584751606,0,139,,,,,,,
,,,,,,0,139,0.011425761505961418,,,,,,
,,,,,,1,139,,0.1888171285390854,0.18881715834140778,0.0,100.0,0.0,0.18881715834140778
0.01013533677905798,0.010135337710380554,0.0,100.0,0.0,0.010135337710380554,1,149,,,,,,,
0.012605602853000164,0.012605603784322739,0.0,100.0,0.0,0.012605603784322739,1,159,,,,,,,
0.010540792718529701,0.010540793649852276,0.0,100.0,0.0,0.010540793649852276,1,169,,,,,,,
0.006690528709441423,0.006690528709441423,0.0,100.0,0.0,0.006690528709441423,1,179,,,,,,,
0.006948184687644243,0.006948184687644243,0.0,100.0,0.0,0.006948184687644243,1,189,,,,,,,
0.010555921122431755,0.01055592019110918,0.0,100.0,0.0,0.01055592019110918,1,199,,,,,,,
0.006868067663162947,0.006868067663162947,0.0,100.0,0.0,0.006868067663162947,1,209,,,,,,,
0.009668761864304543,0.009668761864304543,0.0,100.0,0.0,0.009668761864304543,1,219,,,,,,,
0.006960973143577576,0.006960973143577576,0.0,100.0,0.0,0.006960973143577576,1,229,,,,,,,
0.010065394453704357,0.010065394453704357,0.0,100.0,0.0,0.010065394453704357,1,239,,,,,,,
0.006212584674358368,0.006212584674358368,0.0,100.0,0.0,0.006212584674358368,1,249,,,,,,,
0.006325658410787582,0.00632565887644887,0.0,100.0,0.0,0.00632565887644887,1,259,,,,,,,
0.007014893926680088,0.007014893926680088,0.0,100.0,0.0,0.007014893926680088,1,269,,,,,,,
0.006603311747312546,0.006603311747312546,0.0,100.0,0.0,0.006603311747312546,1,279,,,,,,,
,,,,,,1,279,0.004019423853605986,,,,,,
,,,,,,2,279,,0.009670083411037922,0.009670085273683071,0.0,100.0,0.0,0.009670085273683071
0.004445930942893028,0.004445931408554316,0.0,100.0,0.0,0.004445931408554316,2,289,,,,,,,
0.004709658212959766,0.004709658678621054,0.0,100.0,0.0,0.004709658678621054,2,299,,,,,,,
0.005895403213799,0.005895404145121574,0.0,100.0,0.0,0.005895404145121574,2,309,,,,,,,
0.0053619565442204475,0.0053619565442204475,0.0,100.0,0.0,0.0053619565442204475,2,319,,,,,,,
0.00425161374732852,0.0042516132816672325,0.0,100.0,0.0,0.0042516132816672325,2,329,,,,,,,
0.0060061984695494175,0.0060061984695494175,0.0,100.0,0.0,0.0060061984695494175,2,339,,,,,,,
0.004460000433027744,0.004460000898689032,0.0,100.0,0.0,0.004460000898689032,2,349,,,,,,,
0.003578204195946455,0.003578204195946455,0.0,100.0,0.0,0.003578204195946455,2,359,,,,,,,
