loss_obs_step,train/loss_weighted_step,train/ewc_raw_step,train/lambda_ewc_step,train/ewc_term_step,train/loss_total_step,epoch,step,avg_val_loss_wm,loss_obs_epoch,train/loss_weighted_epoch,train/ewc_raw_epoch,train/lambda_ewc_epoch,train/ewc_term_epoch,train/loss_total_epoch
0.6227259039878845,0.6227258443832397,0.0,100.0,0.0,0.6227258443832397,0,9,,,,,,,
0.5115841627120972,0.5115841627120972,0.0,100.0,0.0,0.5115841627120972,0,19,,,,,,,
0.31730836629867554,0.31730833649635315,0.0,100.0,0.0,0.31730833649635315,0,29,,,,,,,
0.2055501937866211,0.2055501937866211,0.0,100.0,0.0,0.2055501937866211,0,39,,,,,,,
0.13587629795074463,0.13587631285190582,0.0,100.0,0.0,0.13587631285190582,0,49,,,,,,,
0.06830666959285736,0.06830666959285736,0.0,100.0,0.0,0.06830666959285736,0,59,,,,,,,
0.06513829529285431,0.06513829529285431,0.0,100.0,0.0,0.06513829529285431,0,69,,,,,,,
0.05090003460645676,0.050900042057037354,0.0,100.0,0.0,0.050900042057037354,0,79,,,,,,,
0.04114100709557533,0.04114100709557533,0.0,100.0,0.0,0.04114100709557533,0,89,,,,,,,
0.02765522710978985,0.02765522710978985,0.0,100.0,0.0,0.02765522710978985,0,99,,,,,,,
0.024365045130252838,0.024365046992897987,0.0,100.0,0.0,0.024365046992897987,0,109,,,,,,,
0.021780045703053474,0.021780045703053474,0.0,100.0,0.0,0.021780045703053474,0,119,,,,,,,
0.024622689932584763,0.024622689932584763,0.0,100.0,0.0,0.024622689932584763,0,129,,,,,,,
0.018980922177433968,0.018980925902724266,0.0,100.0,0.0,0.018980925902724266,0,139,,,,,,,
,,,,,,0,139,0.01221339963376522,,,,,,
,,,,,,1,139,,0.18961472809314728,0.18961472809314728,0.0,100.0,0.0,0.18961472809314728
0.022661546245217323,0.022661546245217323,0.0,100.0,0.0,0.022661546245217323,1,149,,,,,,,
0.019706139340996742,0.019706139340996742,0.0,100.0,0.0,0.019706139340996742,1,159,,,,,,,
0.010776943527162075,0.010776943527162075,0.0,100.0,0.0,0.010776943527162075,1,169,,,,,,,
0.010428574867546558,0.010428574867546558,0.0,100.0,0.0,0.010428574867546558,1,179,,,,,,,
0.008265379816293716,0.008265380747616291,0.0,100.0,0.0,0.008265380747616291,1,189,,,,,,,
0.012651112861931324,0.012651113793253899,0.0,100.0,0.0,0.012651113793253899,1,199,,,,,,,
0.009777568280696869,0.009777567349374294,0.0,100.0,0.0,0.009777567349374294,1,209,,,,,,,
0.007101194933056831,0.007101194933056831,0.0,100.0,0.0,0.007101194933056831,1,219,,,,,,,
0.010056458413600922,0.010056458413600922,0.0,100.0,0.0,0.010056458413600922,1,229,,,,,,,
0.006857723463326693,0.00685772392898798,0.0,100.0,0.0,0.00685772392898798,1,239,,,,,,,
0.005920879542827606,0.005920879542827606,0.0,100.0,0.0,0.005920879542827606,1,249,,,,,,,
0.005835568532347679,0.005835568066686392,0.0,100.0,0.0,0.005835568066686392,1,259,,,,,,,
0.014176338911056519,0.014176338911056519,0.0,100.0,0.0,0.014176338911056519,1,269,,,,,,,
