loss_obs_step,train/ce_loss_step,train/loss_weighted_step,train/ewc_raw_step,train/lambda_ewc_step,train/ewc_term_step,train/loss_total_step,epoch,step,avg_val_loss_wm,loss_obs_epoch,train/ce_loss_epoch,train/loss_weighted_epoch,train/ewc_raw_epoch,train/lambda_ewc_epoch,train/ewc_term_epoch,train/loss_total_epoch
1.961516261100769,1.3031764030456543,1.3031765222549438,0.0,100.0,0.0,1.3031765222549438,0,9,,,,,,,,
0.45934605598449707,0.32798734307289124,0.32798731327056885,0.0,100.0,0.0,0.32798731327056885,0,19,,,,,,,,
0.7287326455116272,0.267129510641098,0.26712948083877563,0.0,100.0,0.0,0.26712948083877563,0,29,,,,,,,,
0.5936053395271301,0.19905810058116913,0.19905811548233032,0.0,100.0,0.0,0.19905811548233032,0,39,,,,,,,,
0.45558449625968933,0.16292349994182587,0.16292354464530945,0.0,100.0,0.0,0.16292354464530945,0,49,,,,,,,,
0.2326388955116272,0.11501012742519379,0.11501012742519379,0.0,100.0,0.0,0.11501012742519379,0,59,,,,,,,,
0.09924768656492233,0.07947579771280289,0.07947579026222229,0.0,100.0,0.0,0.07947579026222229,0,69,,,,,,,,
0.0659722238779068,0.03667610138654709,0.03667610138654709,0.0,100.0,0.0,0.03667610138654709,0,79,,,,,,,,
0.05078125,0.02485968917608261,0.02485968917608261,0.0,100.0,0.0,0.02485968917608261,0,89,,,,,,,,
0.05931713059544563,0.028192540630698204,0.028192540630698204,0.0,100.0,0.0,0.028192540630698204,0,99,,,,,,,,
0.0028935186564922333,0.01159415952861309,0.011594154872000217,0.0,100.0,0.0,0.011594154872000217,0,109,,,,,,,,
0.020109953358769417,0.016447052359580994,0.016447052359580994,0.0,100.0,0.0,0.016447052359580994,0,119,,,,,,,,
0.011863426305353642,0.007172824814915657,0.007172824814915657,0.0,100.0,0.0,0.007172824814915657,0,129,,,,,,,,
0.015769675374031067,0.008360408246517181,0.008360407315194607,0.0,100.0,0.0,0.008360407315194607,0,139,,,,,,,,
,,,,,,,0,139,0.003219037549570203,,,,,,,
,,,,,,,1,139,,0.6673199534416199,0.3130144476890564,0.3130144476890564,0.0,100.0,0.0,0.3130144476890564
