loss_obs_step,train/ce_loss_step,train/loss_weighted_step,train/ewc_raw_step,train/lambda_ewc_step,train/ewc_term_step,train/loss_total_step,epoch,step,avg_val_loss_wm,loss_obs_epoch,train/ce_loss_epoch,train/loss_weighted_epoch,train/ewc_raw_epoch,train/lambda_ewc_epoch,train/ewc_term_epoch,train/loss_total_epoch
1.521701455116272,1.3886888027191162,1.3886889219284058,0.0,100.0,0.0,1.3886889219284058,0,9,,,,,,,,
0.7573784589767456,0.39384955167770386,0.39384958148002625,0.0,100.0,0.0,0.39384958148002625,0,19,,,,,,,,
0.6209490895271301,0.2548753619194031,0.2548753321170807,0.0,100.0,0.0,0.2548753321170807,0,29,,,,,,,,
0.667100727558136,0.19982556998729706,0.19982559978961945,0.0,100.0,0.0,0.19982559978961945,0,39,,,,,,,,
0.28284144401550293,0.1704365313053131,0.1704365760087967,0.0,100.0,0.0,0.1704365760087967,0,49,,,,,,,,
0.18214699625968933,0.1224941611289978,0.1224941685795784,0.0,100.0,0.0,0.1224941685795784,0,59,,,,,,,,
0.07364004850387573,0.07900260388851166,0.07900258898735046,0.0,100.0,0.0,0.07900258898735046,0,69,,,,,,,,
0.04542824253439903,0.060181282460689545,0.06018128618597984,0.0,100.0,0.0,0.06018128618597984,0,79,,,,,,,,
0.039641205221414566,0.02646053582429886,0.02646053582429886,0.0,100.0,0.0,0.02646053582429886,0,89,,,,,,,,
0.00028935185400769114,0.010725469328463078,0.010725468397140503,0.0,100.0,0.0,0.010725468397140503,0,99,,,,,,,,
0.0008680555620230734,0.009977564215660095,0.009977566078305244,0.0,100.0,0.0,0.009977566078305244,0,109,,,,,,,,
0.022858796641230583,0.01313733495771885,0.013137337751686573,0.0,100.0,0.0,0.013137337751686573,0,119,,,,,,,,
0.01692708395421505,0.022378508001565933,0.022378504276275635,0.0,100.0,0.0,0.022378504276275635,0,129,,,,,,,,
0.007378472480922937,0.00915759801864624,0.00915759988129139,0.0,100.0,0.0,0.00915759988129139,0,139,,,,,,,,
,,,,,,,0,139,0.006768085062503815,,,,,,,
,,,,,,,1,139,,0.6295884847640991,0.32650187611579895,0.3265019357204437,0.0,100.0,0.0,0.3265019357204437
0.0004340277810115367,0.006545718293637037,0.006545721087604761,0.0,100.0,0.0,0.006545721087604761,1,149,,,,,,,,
0.020688656717538834,0.007147476077079773,0.0071474784053862095,0.0,100.0,0.0,0.0071474784053862095,1,159,,,,,,,,
0.00390625,0.009195005521178246,0.00919500831514597,0.0,100.0,0.0,0.00919500831514597,1,169,,,,,,,,
0.003616898087784648,0.00464648799970746,0.00464648799970746,0.0,100.0,0.0,0.00464648799970746,1,179,,,,,,,,
0.00014467592700384557,0.0029860958456993103,0.002986094681546092,0.0,100.0,0.0,0.002986094681546092,1,189,,,,,,,,
0.010127315297722816,0.010938667692244053,0.010938670486211777,0.0,100.0,0.0,0.010938670486211777,1,199,,,,,,,,
0.016203703358769417,0.008780207484960556,0.008780206553637981,0.0,100.0,0.0,0.008780206553637981,1,209,,,,,,,,
0.005063657648861408,0.008236076682806015,0.00823607761412859,0.0,100.0,0.0,0.00823607761412859,1,219,,,,,,,,
0.00014467592700384557,0.0027504037134349346,0.002750403480604291,0.0,100.0,0.0,0.002750403480604291,1,229,,,,,,,,
0.00028935185400769114,0.0028577158227562904,0.002857716055586934,0.0,100.0,0.0,0.002857716055586934,1,239,,,,,,,,
0.0,0.0013368944637477398,0.0013368951622396708,0.0,100.0,0.0,0.0013368951622396708,1,249,,,,,,,,
0.0,0.000782072776928544,0.0007820726605132222,0.0,100.0,0.0,0.0007820726605132222,1,259,,,,,,,,
0.004629629664123058,0.005513422191143036,0.005513427313417196,0.0,100.0,0.0,0.005513427313417196,1,269,,,,,,,,
0.0,0.0006134597351774573,0.0006134595023468137,0.0,100.0,0.0,0.0006134595023468137,1,279,,,,,,,,
,,,,,,,1,279,0.0012564295902848244,,,,,,,
,,,,,,,2,279,,0.0053623090498149395,0.004884134046733379,0.004884134046733379,0.0,100.0,0.0,0.004884134046733379
0.003616898087784648,0.00196921918541193,0.001969218021258712,0.0,100.0,0.0,0.001969218021258712,2,289,,,,,,,,
0.00014467592700384557,0.00197071535512805,0.001970715122297406,0.0,100.0,0.0,0.001970715122297406,2,299,,,,,,,,
0.004629629664123058,0.007724590599536896,0.007724592462182045,0.0,100.0,0.0,0.007724592462182045,2,309,,,,,,,,
0.0,0.0007938735070638359,0.0007938731578178704,0.0,100.0,0.0,0.0007938731578178704,2,319,,,,,,,,
0.00014467592700384557,0.003321250667795539,0.0033212502021342516,0.0,100.0,0.0,0.0033212502021342516,2,329,,,,,,,,
0.0,0.0006732707843184471,0.0006732704932801425,0.0,100.0,0.0,0.0006732704932801425,2,339,,,,,,,,
0.00014467592700384557,0.002780372742563486,0.002780372044071555,0.0,100.0,0.0,0.002780372044071555,2,349,,,,,,,,
0.0024594906717538834,0.004659723490476608,0.004659723956137896,0.0,100.0,0.0,0.004659723956137896,2,359,,,,,,,,
0.0007233796641230583,0.0024849907495081425,0.002484991680830717,0.0,100.0,0.0,0.002484991680830717,2,369,,,,,,,,
0.003616898087784648,0.0027839145623147488,0.0027839168906211853,0.0,100.0,0.0,0.0027839168906211853,2,379,,,,,,,,
0.0026041667442768812,0.0029268658254295588,0.0029268667567521334,0.0,100.0,0.0,0.0029268667567521334,2,389,,,,,,,,
0.004629629664123058,0.004183507524430752,0.0041835131123661995,0.0,100.0,0.0,0.0041835131123661995,2,399,,,,,,,,
0.0,0.0005919947288930416,0.0005919943214394152,0.0,100.0,0.0,0.0005919943214394152,2,409,,,,,,,,
0.0164930559694767,0.007705104537308216,0.0077051124535501,0.0,100.0,0.0,0.0077051124535501,2,419,,,,,,,,
,,,,,,,2,419,0.0009750466560944915,,,,,,,
,,,,,,,3,419,,0.0023189496714621782,0.0024810959585011005,0.0024810959585011005,0.0,100.0,0.0,0.0024810959585011005
0.0,0.0005535118980333209,0.0005535117234103382,0.0,100.0,0.0,0.0005535117234103382,3,429,,,,,,,,
0.0,0.00046481593744829297,0.0004648157919291407,0.0,100.0,0.0,0.0004648157919291407,3,439,,,,,,,,
0.023726852610707283,0.007307901978492737,0.007307906169444323,0.0,100.0,0.0,0.007307906169444323,3,449,,,,,,,,
0.012008101679384708,0.005358158610761166,0.005358158610761166,0.0,100.0,0.0,0.005358158610761166,3,459,,,,,,,,
0.012297453358769417,0.0032337771262973547,0.0032337794546037912,0.0,100.0,0.0,0.0032337794546037912,3,469,,,,,,,,
0.01171875,0.0018751381430774927,0.0018751381430774927,0.0,100.0,0.0,0.0018751381430774927,3,479,,,,,,,,
0.00028935185400769114,0.003922733478248119,0.003922733478248119,0.0,100.0,0.0,0.003922733478248119,3,489,,,,,,,,
0.0,0.0016270553460344672,0.00162705488037318,0.0,100.0,0.0,0.00162705488037318,3,499,,,,,,,,
0.0047743055038154125,0.005169693846255541,0.005169698968529701,0.0,100.0,0.0,0.005169698968529701,3,509,,,,,,,,
0.0,0.0008427759166806936,0.0008427755674347281,0.0,100.0,0.0,0.0008427755674347281,3,519,,,,,,,,
0.004629629664123058,0.0067847175523638725,0.006784720346331596,0.0,100.0,0.0,0.006784720346331596,3,529,,,,,,,,
0.00014467592700384557,0.0021913456730544567,0.0021913498640060425,0.0,100.0,0.0,0.0021913498640060425,3,539,,,,,,,,
0.004629629664123058,0.004202644806355238,0.0042026462033391,0.0,100.0,0.0,0.0042026462033391,3,549,,,,,,,,
0.0,0.00026129151228815317,0.00026129139587283134,0.0,100.0,0.0,0.00026129139587283134,3,559,,,,,,,,
,,,,,,,3,559,0.0008791359141469002,,,,,,,
