loss_obs_step,train/loss_weighted_step,train/ewc_raw_step,train/lambda_ewc_step,train/ewc_term_step,train/loss_total_step,epoch,step,avg_val_loss_wm,loss_obs_epoch,train/loss_weighted_epoch,train/ewc_raw_epoch,train/lambda_ewc_epoch,train/ewc_term_epoch,train/loss_total_epoch
0.8819233775138855,0.881923496723175,0.0,100.0,0.0,0.881923496723175,0,9,,,,,,,
0.6503315567970276,0.6503316760063171,0.0,100.0,0.0,0.6503316760063171,0,19,,,,,,,
0.34880301356315613,0.3488030433654785,0.0,100.0,0.0,0.3488030433654785,0,29,,,,,,,
0.19781458377838135,0.19781456887722015,0.0,100.0,0.0,0.19781456887722015,0,39,,,,,,,
0.12449901551008224,0.12449900060892105,0.0,100.0,0.0,0.12449900060892105,0,49,,,,,,,
0.08665681630373001,0.08665682375431061,0.0,100.0,0.0,0.08665682375431061,0,59,,,,,,,
0.05690322443842888,0.056903231889009476,0.0,100.0,0.0,0.056903231889009476,0,69,,,,,,,
0.05557791516184807,0.055577922612428665,0.0,100.0,0.0,0.055577922612428665,0,79,,,,,,,
0.04586480185389519,0.04586480185389519,0.0,100.0,0.0,0.04586480185389519,0,89,,,,,,,
0.03809725493192673,0.03809725493192673,0.0,100.0,0.0,0.03809725493192673,0,99,,,,,,,
0.02332523837685585,0.02332523837685585,0.0,100.0,0.0,0.02332523837685585,0,109,,,,,,,
0.014165298081934452,0.014165297150611877,0.0,100.0,0.0,0.014165297150611877,0,119,,,,,,,
0.031094295904040337,0.031094299629330635,0.0,100.0,0.0,0.031094299629330635,0,129,,,,,,,
0.010492069646716118,0.010492069646716118,0.0,100.0,0.0,0.010492069646716118,0,139,,,,,,,
,,,,,,0,139,0.009829003363847733,,,,,,
,,,,,,1,139,,0.21245503425598145,0.21245506405830383,0.0,100.0,0.0,0.21245506405830383
0.016381749883294106,0.016381749883294106,0.0,100.0,0.0,0.016381749883294106,1,149,,,,,,,
0.021722745150327682,0.021722745150327682,0.0,100.0,0.0,0.021722745150327682,1,159,,,,,,,
0.016350911930203438,0.016350913792848587,0.0,100.0,0.0,0.016350913792848587,1,169,,,,,,,
0.011157830245792866,0.011157830245792866,0.0,100.0,0.0,0.011157830245792866,1,179,,,,,,,
0.008302859961986542,0.008302860893309116,0.0,100.0,0.0,0.008302860893309116,1,189,,,,,,,
0.008703651838004589,0.008703651838004589,0.0,100.0,0.0,0.008703651838004589,1,199,,,,,,,
0.00751451775431633,0.007514517288655043,0.0,100.0,0.0,0.007514517288655043,1,209,,,,,,,
0.00942163821309805,0.00942163821309805,0.0,100.0,0.0,0.00942163821309805,1,219,,,,,,,
0.005274537019431591,0.005274537019431591,0.0,100.0,0.0,0.005274537019431591,1,229,,,,,,,
0.010883508250117302,0.010883507318794727,0.0,100.0,0.0,0.010883507318794727,1,239,,,,,,,
0.004663386847823858,0.004663387313485146,0.0,100.0,0.0,0.004663387313485146,1,249,,,,,,,
0.00908716768026352,0.009087168611586094,0.0,100.0,0.0,0.009087168611586094,1,259,,,,,,,
0.006012500263750553,0.006012501195073128,0.0,100.0,0.0,0.006012501195073128,1,269,,,,,,,
0.005469766911119223,0.005469767842441797,0.0,100.0,0.0,0.005469767842441797,1,279,,,,,,,
,,,,,,1,279,0.004497242160141468,,,,,,
,,,,,,2,279,,0.011085644364356995,0.011085644364356995,0.0,100.0,0.0,0.011085644364356995
0.0060813166201114655,0.006081317085772753,0.0,100.0,0.0,0.006081317085772753,2,289,,,,,,,
0.004201602656394243,0.004201602656394243,0.0,100.0,0.0,0.004201602656394243,2,299,,,,,,,
0.009188918396830559,0.009188917465507984,0.0,100.0,0.0,0.009188917465507984,2,309,,,,,,,
0.007161673624068499,0.007161673624068499,0.0,100.0,0.0,0.007161673624068499,2,319,,,,,,,
