loss_obs_step,train/loss_weighted_step,train/ewc_raw_step,train/lambda_ewc_step,train/ewc_term_step,train/loss_total_step,epoch,step,avg_val_loss_wm,loss_obs_epoch,train/loss_weighted_epoch,train/ewc_raw_epoch,train/lambda_ewc_epoch,train/ewc_term_epoch,train/loss_total_epoch
0.7134253978729248,0.7134254574775696,0.0,100.0,0.0,0.7134254574775696,0,9,,,,,,,
0.47217947244644165,0.4721795320510864,0.0,100.0,0.0,0.4721795320510864,0,19,,,,,,,
0.2497558295726776,0.24975581467151642,0.0,100.0,0.0,0.24975581467151642,0,29,,,,,,,
0.30617448687553406,0.30617448687553406,0.0,100.0,0.0,0.30617448687553406,0,39,,,,,,,
0.15268774330615997,0.15268774330615997,0.0,100.0,0.0,0.15268774330615997,0,49,,,,,,,
0.0797957330942154,0.0797957330942154,0.0,100.0,0.0,0.0797957330942154,0,59,,,,,,,
0.059860389679670334,0.059860389679670334,0.0,100.0,0.0,0.059860389679670334,0,69,,,,,,,
0.05315917730331421,0.05315917730331421,0.0,100.0,0.0,0.05315917730331421,0,79,,,,,,,
0.05505768582224846,0.05505768954753876,0.0,100.0,0.0,0.05505768954753876,0,89,,,,,,,
0.04651251435279846,0.04651251807808876,0.0,100.0,0.0,0.04651251807808876,0,99,,,,,,,
0.030330847948789597,0.030330849811434746,0.0,100.0,0.0,0.030330849811434746,0,109,,,,,,,
0.023484697565436363,0.023484699428081512,0.0,100.0,0.0,0.023484699428081512,0,119,,,,,,,
0.020172663033008575,0.020172663033008575,0.0,100.0,0.0,0.020172663033008575,0,129,,,,,,,
0.015332233160734177,0.015332232229411602,0.0,100.0,0.0,0.015332232229411602,0,139,,,,,,,
,,,,,,0,139,0.01192737091332674,,,,,,
,,,,,,1,139,,0.1995743215084076,0.1995743215084076,0.0,100.0,0.0,0.1995743215084076
0.012397355400025845,0.01239735633134842,0.0,100.0,0.0,0.01239735633134842,1,149,,,,,,,
0.016780706122517586,0.016780706122517586,0.0,100.0,0.0,0.016780706122517586,1,159,,,,,,,
0.010571918450295925,0.010571918450295925,0.0,100.0,0.0,0.010571918450295925,1,169,,,,,,,
0.009077883325517178,0.009077883325517178,0.0,100.0,0.0,0.009077883325517178,1,179,,,,,,,
0.006785232573747635,0.006785233039408922,0.0,100.0,0.0,0.006785233039408922,1,189,,,,,,,
0.005739281419664621,0.005739281419664621,0.0,100.0,0.0,0.005739281419664621,1,199,,,,,,,
0.006095472257584333,0.006095471326261759,0.0,100.0,0.0,0.006095471326261759,1,209,,,,,,,
0.0076368809677660465,0.0076368809677660465,0.0,100.0,0.0,0.0076368809677660465,1,219,,,,,,,
0.013686363585293293,0.013686364516615868,0.0,100.0,0.0,0.013686364516615868,1,229,,,,,,,
0.0063988035544753075,0.006398804485797882,0.0,100.0,0.0,0.006398804485797882,1,239,,,,,,,
0.006605849601328373,0.006605849601328373,0.0,100.0,0.0,0.006605849601328373,1,249,,,,,,,
0.005913118366152048,0.005913118366152048,0.0,100.0,0.0,0.005913118366152048,1,259,,,,,,,
0.013883445411920547,0.013883444480597973,0.0,100.0,0.0,0.013883444480597973,1,269,,,,,,,
0.008298617787659168,0.008298617787659168,0.0,100.0,0.0,0.008298617787659168,1,279,,,,,,,
,,,,,,1,279,0.006520913913846016,,,,,,
,,,,,,2,279,,0.010598137974739075,0.010598137974739075,0.0,100.0,0.0,0.010598137974739075
0.015942135825753212,0.01594213955104351,0.0,100.0,0.0,0.01594213955104351,2,289,,,,,,,
0.0049410792998969555,0.0049410792998969555,0.0,100.0,0.0,0.0049410792998969555,2,299,,,,,,,
0.004502991680055857,0.004502991680055857,0.0,100.0,0.0,0.004502991680055857,2,309,,,,,,,
0.009039301425218582,0.009039301425218582,0.0,100.0,0.0,0.009039301425218582,2,319,,,,,,,
0.004152147565037012,0.004152147565037012,0.0,100.0,0.0,0.004152147565037012,2,329,,,,,,,
0.006218925584107637,0.006218926049768925,0.0,100.0,0.0,0.006218926049768925,2,339,,,,,,,
0.003701757173985243,0.003701757173985243,0.0,100.0,0.0,0.003701757173985243,2,349,,,,,,,
0.0039854203350842,0.0039854203350842,0.0,100.0,0.0,0.0039854203350842,2,359,,,,,,,
0.004347657319158316,0.004347657784819603,0.0,100.0,0.0,0.004347657784819603,2,369,,,,,,,
0.0048108696937561035,0.0048108696937561035,0.0,100.0,0.0,0.0048108696937561035,2,379,,,,,,,
0.003830609144642949,0.003830609144642949,0.0,100.0,0.0,0.003830609144642949,2,389,,,,,,,
0.004719675052911043,0.0047196755185723305,0.0,100.0,0.0,0.0047196755185723305,2,399,,,,,,,
